"date","governorate_name","governorate_ID","district_name","district_ID","calc_price_petrol","calc_price_diesel","calc_price_bottled_water","calc_price_treated_water","calc_price_soap","calc_price_laundry","calc_price_sanitary","cost_cubic_meter","exchange_rate"
2019-01-03,"Ibb","YE11","Al Mashannah","YE1118",12.3076923076923,14.6666666666667,-23.0769230769231,100,-28.5714285714286,-39.3939393916667,-33.3333333333333,0,5.45454545454545
2019-01-03,"Ibb","YE11","Al Dhihar","YE1119",12.3076923076923,14.6666666666667,-7.69230769230769,150,-7.14285714285714,-8.33333333333334,-9.09090909090909,-33.3333333333333,5.81818181818181
2019-01-03,"Abyan","YE12","Sibah","YE1205",NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-03,"Amanat Al Asimah","YE13","Az'zal","YE1303",12.3076923076923,14.6666666666667,25,-26.0869565217391,-16.6666666666667,11.1111111111111,5,-40.9620253164557,NA
2019-01-03,"Amanat Al Asimah","YE13","Assafi'yah","YE1304",12.3076923076923,14.6666666666667,0,-18.75,-16.6666666666667,0,-4.16666666666666,-12.5281320330083,-11.7647058823529
2019-01-03,"Amanat Al Asimah","YE13","As Sabain","YE1305",NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-03,"Amanat Al Asimah","YE13","Al Wahdah","YE1306",12.3076923076923,14.6666666666667,0,-40.625,11.6071428571429,0,5,0,-11.7647058823529
2019-01-03,"Amanat Al Asimah","YE13","Ma'ain","YE1308",9.23076923076922,17.3333333333333,35.2941176470588,-16.6666666666667,38.8888888888889,47.0588235294118,36.8421052631579,-37.5,-7.16666666666667
2019-01-03,"Amanat Al Asimah","YE13","Ath'thaorah","YE1309",12.3076923076923,14.6666666666667,0,-25,7.69230769230769,0,0,13.3333333333333,0.900900900900892
2019-01-03,"Amanat Al Asimah","YE13","Bani Al Harith","YE1310",12.3076923076923,2.38095238095237,0,8.33333333333333,3.44827586206897,0,2.04081632653061,-8.69565217391305,6.54545454545454
2019-01-03,"Al Bayda","YE14","Rada'","YE1413",NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-03,"Taizz","YE15","Al  Mukha","YE1505",NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-03,"Taizz","YE15","Jabal Habashy","YE1508",NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-03,"Taizz","YE15","Dimnat Khadir","YE1512",NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-03,"Taizz","YE15","As Silw","YE1513",21.2121212121212,28.5714285714286,-28.5714285714286,0,20,57.1428571338775,50,NA,8.10810810810811
2019-01-03,"Taizz","YE15","Ash Shamayatayn","YE1514",0.671140939597326,3.89610389610389,-28.5714285714286,-44.4444444444444,-8.33333333333334,-27.2,-23.0769230769231,NA,-2.83333333333333
2019-01-03,"Taizz","YE15","Al Mudhaffar","YE1517",NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-03,"Taizz","YE15","Al Qahirah","YE1518",-2.15827338129496,-3.54609929078015,-9.09090909090909,-30.4347826086957,0,0,23.8938053097345,-74.3589743589744,-6.72268907563025
2019-01-03,"Taizz","YE15","At Ta'iziyah","YE1520",15.3846153846154,29.4117647058824,20,25,25,11,6.79611650485437,-29.8245614035088,-0.510204081632648
2019-01-03,"Taizz","YE15","Al Ma'afer","YE1521",26.984126984127,34.9206349206349,36.3636363636364,66.6666666666667,15.3846153846154,27.55319148122,-13.0434782608696,-40,6.90909090909091
2019-01-03,"Taizz","YE15","Al Mawasit","YE1522",21.2121212121212,25,25,0,-6.66666666666667,19.899999998801,0,NA,NA
2019-01-03,"Al Jawf","YE16","Bart Al Anan","YE1610",15.3846153846154,16,10,-11.4285714285714,0,-16.6666666666667,NA,2.85714285714285,-3.38983050847458
2019-01-03,"Hajjah","YE17","Qafl Shamer","YE1713",35.3846153846154,-2.63157894736842,-16.6666666666667,16.6666666666667,-1.53846153846153,-28.3333333333333,27.2727272727273,50,2.67857142857142
2019-01-03,"Hajjah","YE17","Al Mahabishah","YE1715",12.1212121212121,18.9189189189189,20,70,6.66666666666667,0,16.6666666666667,8.33333333333333,1.78571428571428
2019-01-03,"Hajjah","YE17","Bani Qa'is","YE1724",15.3846153846154,13.1578947368421,20,NA,8.33333333333333,29.799999998702,0,0,-5.08474576271186
2019-01-03,"Hajjah","YE17","Najrah","YE1726",15.3846153846154,14.6666666666667,20,NA,20,-0.0833333416597304,-20,20,-5.08474576271186
2019-01-03,"Al Hudaydah","YE18","Alluheyah","YE1802",15.3846153846154,2.63157894736843,15.3846153846154,33.3333333333333,15.3846153846154,-24.1666666666667,0,66.6666666666667,1.78571428571428
2019-01-03,"Al Hudaydah","YE18","Al Qanawis","YE1806",12.1212121212121,2.7027027027027,0,16.6666666666667,-13.3333333333333,-9.16666666666667,7.69230769230769,25,3.63636363636364
